id,data,canale,sku,prodotto,categoria,testo,tema_reale
TCK-2140,2026-09-13,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,non si capisce dalla descrizione se il Succhia-clitoride Aurora è ricaricabile o va a pile. Grazie in anticipo.,informazione_scheda
TCK-2141,2026-09-11,email,SKU-111,Kit bondage Soft Start,bdsm,"doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei. Potete aiutarmi?",imballo_privacy
TCK-2142,2026-08-27,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, come si carica il Vibratore per coppie Duo App? Nella confezione non c'era nessun foglietto di istruzioni. Grazie mille.",uso_prodotto
TCK-2143,2026-05-14,chat,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Ciao, molto più rumoroso di quanto immaginassi, si sente da fuori dalla stanza. Grazie mille.",difetto_prodotto
TCK-2144,2026-09-04,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buongiorno, il pacco era anonimo ma la bolla del corriere riportava la descrizione della merce. Grazie mille.",imballo_privacy
TCK-2145,2026-09-09,chat,SKU-112,Body in pizzo Luce,lingerie,"Buonasera, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
TCK-2146,2026-08-06,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso. Fatemi sapere per favore.,reso_rimborso
TCK-2147,2026-06-05,chat,SKU-111,Kit bondage Soft Start,bdsm,"Buongiorno, ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso. Grazie mille.",reso_rimborso
TCK-2148,2026-08-28,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, sto scegliendo tra il Body in pizzo Luce e un altro modello, non capisco la differenza tra i due.",scelta_preacquisto
TCK-2149,2026-05-19,instagram,SKU-112,Body in pizzo Luce,lingerie,che taglia prendo del Body in pizzo Luce? Le misure sulla scheda non corrispondono a quelle italiane.,scelta_preacquisto
TCK-2150,2026-08-24,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buonasera, le istruzioni del Succhia-clitoride Aurora sono solo in inglese e in cinese, in italiano niente.",uso_prodotto
TCK-2151,2026-04-28,whatsapp,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Buonasera, ho pagato la spedizione express e è arrivato con gli stessi tempi di quella standard.",logistica_consegna
TCK-2152,2026-09-07,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buonasera, ho dovuto sostituirlo perché la batteria era gonfia. Assistenza gentile ma lentissima. Grazie in anticipo.",difetto_batteria
TCK-2153,2026-08-07,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"non capisco a cosa servano le diverse modalità del Succhia-clitoride Aurora, sul libretto non è spiegato.",uso_prodotto
TCK-2154,2026-06-25,email,SKU-105,Anello fallico Orbit,per-lui,"Buongiorno, reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo?",reso_rimborso
TCK-2155,2026-04-16,instagram,SKU-102,Vibratore Rabbit Nova,vibratori,"Ciao, non riesco a collegare il Vibratore Rabbit Nova all'app, il bluetooth non lo trova.",uso_prodotto
TCK-2156,2026-06-27,whatsapp,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Salve, si può usare il Succhia-clitoride Aurora sotto la doccia oppure no?",uso_prodotto
TCK-2157,2026-05-09,email,SKU-102,Vibratore Rabbit Nova,vibratori,"Salve, il Vibratore Rabbit Nova è adatto a chi è alle prime armi o è troppo intenso? Grazie mille.",scelta_preacquisto
TCK-2158,2026-06-28,chat,SKU-111,Kit bondage Soft Start,bdsm,"Ciao, avevo diritto al Bonus Goduria ma non capisco come si richiede. Grazie mille.",promo_ordini
TCK-2159,2026-05-10,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buongiorno, doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei.",imballo_privacy
TCK-2160,2026-08-31,email,SKU-111,Kit bondage Soft Start,bdsm,"Buonasera, il Kit bondage Soft Start si può usare anche in gravidanza?",scelta_preacquisto
TCK-2161,2026-08-23,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Salve, il Vibratore per coppie Duo App non tiene la carica: dopo venti minuti è già scarico. Fatemi sapere per favore.",difetto_batteria
TCK-2162,2026-06-27,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta? Grazie in anticipo.",uso_prodotto
TCK-2163,2026-04-17,chat,SKU-105,Anello fallico Orbit,per-lui,"Buonasera, ho pagato la spedizione anche se avevo superato la soglia della spedizione gratuita. Resto in attesa.",promo_ordini
TCK-2164,2026-09-03,chat,SKU-105,Anello fallico Orbit,per-lui,"Buongiorno, rimborso arrivato parziale senza nessuna spiegazione sulla differenza. Grazie mille.",reso_rimborso
TCK-2165,2026-05-03,chat,SKU-103,Wand massaggiante Vela,wand,"Buongiorno, le istruzioni del Wand massaggiante Vela sono solo in inglese e in cinese, in italiano niente. Fatemi sapere per favore.",uso_prodotto
TCK-2166,2026-08-08,email,SKU-108,Dildo in silicone Onda,dildo,"Buongiorno, pacco bloccato in transito da sei giorni, nessuno mi sa dire nulla.",logistica_consegna
TCK-2167,2026-05-28,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, il Vibratore per coppie Duo App funziona anche senza app o serve per forza lo smartphone?",scelta_preacquisto
TCK-2168,2026-06-25,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, l'app si disconnette in continuazione quando lo controllo a distanza. È normale?",uso_prodotto
TCK-2169,2026-08-13,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, l'app si disconnette in continuazione quando lo controllo a distanza. È normale?",uso_prodotto
TCK-2170,2026-06-16,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, non riesco a collegare il Vibratore per coppie Duo App all'app, il bluetooth non lo trova. Grazie mille.",uso_prodotto
TCK-2171,2026-08-20,chat,SKU-105,Anello fallico Orbit,per-lui,"Ciao, sto scegliendo tra il Anello fallico Orbit e un altro modello, non capisco la differenza tra i due.",scelta_preacquisto
TCK-2172,2026-07-20,email,SKU-112,Body in pizzo Luce,lingerie,"Ciao, il Body in pizzo Luce si può usare con un lubrificante al silicone o rovina il materiale?",uso_prodotto
TCK-2173,2026-07-11,email,SKU-103,Wand massaggiante Vela,wand,ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso. Grazie in anticipo.,reso_rimborso
TCK-2174,2026-07-23,email,SKU-102,Vibratore Rabbit Nova,vibratori,"Buonasera, l'app si disconnette in continuazione quando lo controllo a distanza. È normale? Fatemi sapere per favore.",uso_prodotto
TCK-2175,2026-06-18,email,SKU-111,Kit bondage Soft Start,bdsm,"Ciao, le istruzioni del Kit bondage Soft Start sono solo in inglese e in cinese, in italiano niente.",uso_prodotto
TCK-2176,2026-08-25,email,SKU-102,Vibratore Rabbit Nova,vibratori,"ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato. Fatemi sapere per favore.",logistica_consegna
TCK-2177,2026-07-25,email,SKU-102,Vibratore Rabbit Nova,vibratori,come faccio a capire se il Vibratore Rabbit Nova è completamente carico? La spia lampeggia e basta. Fatemi sapere per favore.,uso_prodotto
TCK-2178,2026-07-23,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta? Grazie in anticipo.",uso_prodotto
TCK-2179,2026-08-25,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buongiorno, il Vibratore per coppie Duo App funziona anche senza app o serve per forza lo smartphone? Potete aiutarmi?",scelta_preacquisto
TCK-2180,2026-07-30,chat,SKU-106,Masturbatore Echo,per-lui,"Buongiorno, vorrei fare un regalo alla mia partner ma ho paura di sbagliare, come mi oriento? Grazie mille.",scelta_preacquisto
TCK-2181,2026-08-20,chat,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato. Fatemi sapere per favore.",logistica_consegna
TCK-2182,2026-09-05,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buongiorno, qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta? Fatemi sapere per favore.",uso_prodotto
TCK-2183,2026-04-08,chat,SKU-106,Masturbatore Echo,per-lui,come si carica il Masturbatore Echo? Nella confezione non c'era nessun foglietto di istruzioni. Grazie in anticipo.,uso_prodotto
TCK-2184,2026-04-10,chat,SKU-109,Palline vaginali Kegel Set,palline,"Salve, ho chiesto il reso del Palline vaginali Kegel Set venti giorni fa, il rimborso non è ancora arrivato. Fatemi sapere per favore.",reso_rimborso
TCK-2185,2026-06-15,instagram,SKU-103,Wand massaggiante Vela,wand,"Ciao, il Wand massaggiante Vela si può usare con un lubrificante al silicone o rovina il materiale? Grazie in anticipo.",uso_prodotto
TCK-2186,2026-09-18,whatsapp,SKU-112,Body in pizzo Luce,lingerie,"sono indecisa tra due prodotti della stessa categoria, esiste una guida che li confronti? Fatemi sapere per favore.",scelta_preacquisto
TCK-2187,2026-06-02,email,SKU-102,Vibratore Rabbit Nova,vibratori,"Salve, l'app si disconnette in continuazione quando lo controllo a distanza. È normale?",uso_prodotto
TCK-2188,2026-09-16,email,SKU-107,Kit plug progressivo,anale,"Buonasera, il Kit plug progressivo è adatto a chi è alle prime armi o è troppo intenso? Resto in attesa.",scelta_preacquisto
TCK-2189,2026-05-23,chat,SKU-102,Vibratore Rabbit Nova,vibratori,"Ciao, doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei. Fatemi sapere per favore.",imballo_privacy
TCK-2190,2026-08-02,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, l'app si disconnette in continuazione quando lo controllo a distanza. È normale? Fatemi sapere per favore.",uso_prodotto
TCK-2191,2026-09-14,email,SKU-106,Masturbatore Echo,per-lui,"confezione curata, si capisce che ci avete pensato. Il packaging è anche bello da vedere. Resto in attesa.",imballo_privacy
TCK-2192,2026-06-19,instagram,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Salve, ho chiesto il reso del Lubrificante base acqua Fresh 100ml venti giorni fa, il rimborso non è ancora arrivato.",reso_rimborso
TCK-2193,2026-04-20,chat,SKU-105,Anello fallico Orbit,per-lui,dove si conserva il Anello fallico Orbit? Va bene lasciarlo nella custodia insieme ad altri? Fatemi sapere per favore.,uso_prodotto
TCK-2194,2026-07-14,whatsapp,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"dopo tre settimane il Succhia-clitoride Aurora non si accende più, la base magnetica non aggancia bene. Resto in attesa.",difetto_batteria
TCK-2195,2026-07-02,email,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Buongiorno, assistenza gentile ma non risolutiva, mi hanno rimandato a una pagina che non c'entrava nulla. Resto in attesa.",assistenza
TCK-2196,2026-06-10,instagram,SKU-108,Dildo in silicone Onda,dildo,"Ciao, dove si conserva il Dildo in silicone Onda? Va bene lasciarlo nella custodia insieme ad altri?",uso_prodotto
TCK-2197,2026-06-10,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, però sull'estratto conto compare un nome che si capisce benissimo cosa sia. Sul sito dite il contrario. Grazie in anticipo.",imballo_privacy
TCK-2198,2026-09-04,instagram,SKU-105,Anello fallico Orbit,per-lui,"Ciao, il Anello fallico Orbit ha smesso di vibrare dopo pochi utilizzi. Resto in attesa.",difetto_prodotto
TCK-2199,2026-07-08,email,SKU-107,Kit plug progressivo,anale,"Buonasera, il Kit plug progressivo risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso. Grazie mille.",logistica_consegna
TCK-2200,2026-04-01,email,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Ciao, il Lubrificante base acqua Fresh 100ml risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso.",logistica_consegna
TCK-2201,2026-06-17,chat,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Salve, reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo?",reso_rimborso
TCK-2202,2026-03-27,chat,SKU-102,Vibratore Rabbit Nova,vibratori,"Buonasera, il Vibratore Rabbit Nova si può usare anche in gravidanza? Grazie in anticipo.",scelta_preacquisto
TCK-2203,2026-06-01,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
TCK-2204,2026-07-01,email,SKU-108,Dildo in silicone Onda,dildo,"Salve, mi avevano promesso il rimborso via mail, da allora silenzio totale. Potete aiutarmi?",reso_rimborso
TCK-2205,2026-06-12,email,SKU-107,Kit plug progressivo,anale,"Salve, vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta.",imballo_privacy
TCK-2206,2026-05-19,whatsapp,SKU-111,Kit bondage Soft Start,bdsm,"Ciao, rimborso arrivato parziale senza nessuna spiegazione sulla differenza. Resto in attesa.",reso_rimborso
TCK-2207,2026-09-13,instagram,SKU-102,Vibratore Rabbit Nova,vibratori,"reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo? Resto in attesa.",reso_rimborso
TCK-2208,2026-04-26,chat,SKU-108,Dildo in silicone Onda,dildo,"procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
TCK-2209,2026-08-09,chat,SKU-102,Vibratore Rabbit Nova,vibratori,il Vibratore Rabbit Nova funziona anche senza app o serve per forza lo smartphone? Grazie in anticipo.,scelta_preacquisto
TCK-2210,2026-08-24,instagram,SKU-106,Masturbatore Echo,per-lui,"Buonasera, mi è arrivato già usato, la confezione era chiaramente stata aperta.",difetto_prodotto
TCK-2211,2026-04-24,instagram,SKU-112,Body in pizzo Luce,lingerie,"Salve, ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso.",reso_rimborso
TCK-2212,2026-09-06,instagram,SKU-112,Body in pizzo Luce,lingerie,che taglia prendo del Body in pizzo Luce? Le misure sulla scheda non corrispondono a quelle italiane. Fatemi sapere per favore.,scelta_preacquisto
TCK-2213,2026-08-03,instagram,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buongiorno, il prezzo in newsletter era diverso da quello sul sito al momento dell'acquisto. Potete aiutarmi?",promo_ordini
TCK-2214,2026-09-01,email,SKU-103,Wand massaggiante Vela,wand,"Buonasera, sto scegliendo tra il Wand massaggiante Vela e un altro modello, non capisco la differenza tra i due.",scelta_preacquisto
TCK-2215,2026-09-18,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, che taglia prendo del Body in pizzo Luce? Le misure sulla scheda non corrispondono a quelle italiane. Grazie mille.",scelta_preacquisto
TCK-2216,2026-09-04,email,SKU-104,Vibratore per coppie Duo App,coppie-app,l'app si disconnette in continuazione quando lo controllo a distanza. È normale?,uso_prodotto
TCK-2217,2026-09-08,email,SKU-106,Masturbatore Echo,per-lui,"Buongiorno, cerco qualcosa da usare in coppia a distanza, quale mi consigliate?",scelta_preacquisto
TCK-2218,2026-03-28,instagram,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Ciao, dove si conserva il Succhia-clitoride Aurora? Va bene lasciarlo nella custodia insieme ad altri? Resto in attesa.",uso_prodotto
TCK-2219,2026-08-05,instagram,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,il cavo di ricarica in dotazione ha smesso di funzionare quasi subito. Grazie in anticipo.,difetto_batteria
TCK-2220,2026-07-09,email,SKU-107,Kit plug progressivo,anale,"Buonasera, mi è arrivato già usato, la confezione era chiaramente stata aperta. Grazie in anticipo.",difetto_prodotto
TCK-2221,2026-08-05,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, la cinghia del Vibratore per coppie Duo App si è strappata la seconda volta che l'ho usato. Fatemi sapere per favore.",difetto_prodotto
TCK-2222,2026-05-01,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"il Vibratore per coppie Duo App ha un odore di plastica molto forte appena aperto, non me lo aspettavo da un silicone medicale. Resto in attesa.",difetto_prodotto
TCK-2223,2026-04-13,instagram,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,non si capisce dalla descrizione se il Succhia-clitoride Aurora è ricaricabile o va a pile.,informazione_scheda
TCK-2224,2026-06-30,email,SKU-109,Palline vaginali Kegel Set,palline,"Buonasera, il Palline vaginali Kegel Set risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso. Grazie in anticipo.",logistica_consegna
TCK-2225,2026-04-12,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Buonasera, dopo tre settimane il Succhia-clitoride Aurora non si accende più, la base magnetica non aggancia bene. Fatemi sapere per favore.",difetto_batteria
TCK-2226,2026-04-06,email,SKU-103,Wand massaggiante Vela,wand,"Ciao, non si capisce dalla descrizione se il Wand massaggiante Vela è ricaricabile o va a pile. Resto in attesa.",informazione_scheda
TCK-2227,2026-04-01,email,SKU-112,Body in pizzo Luce,lingerie,"Buonasera, il Body in pizzo Luce è silenzioso? Vivo con dei coinquilini e per me è la cosa più importante.",scelta_preacquisto
TCK-2228,2026-04-20,email,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Ciao, pacco bloccato in transito da sei giorni, nessuno mi sa dire nulla. Grazie mille.",logistica_consegna
TCK-2229,2026-05-27,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, il Body in pizzo Luce è adatto a chi è alle prime armi o è troppo intenso?",scelta_preacquisto
TCK-2230,2026-05-24,instagram,SKU-111,Kit bondage Soft Start,bdsm,il Kit bondage Soft Start doveva essere impermeabile e invece dopo averlo sciacquato ha iniziato a fare le bizze.,difetto_prodotto
TCK-2231,2026-06-15,email,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"le istruzioni del Lubrificante base acqua Fresh 100ml sono solo in inglese e in cinese, in italiano niente. Fatemi sapere per favore.",uso_prodotto
TCK-2232,2026-06-07,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, il Vibratore per coppie Duo App ha un odore di plastica molto forte appena aperto, non me lo aspettavo da un silicone medicale.",difetto_prodotto
TCK-2233,2026-09-09,email,SKU-105,Anello fallico Orbit,per-lui,"Buongiorno, la ricarica magnetica si stacca al minimo movimento, è impossibile lasciarlo in carica. Fatemi sapere per favore.",difetto_batteria
TCK-2234,2026-05-03,chat,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,"Salve, le foto del Succhia-clitoride Aurora non rendono l'idea del colore vero. Grazie mille.",informazione_scheda
TCK-2235,2026-09-05,email,SKU-111,Kit bondage Soft Start,bdsm,"Buonasera, reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo?",reso_rimborso
TCK-2236,2026-08-29,email,SKU-112,Body in pizzo Luce,lingerie,"Buonasera, non capisco a cosa servano le diverse modalità del Body in pizzo Luce, sul libretto non è spiegato. Grazie in anticipo.",uso_prodotto
TCK-2237,2026-08-26,email,SKU-109,Palline vaginali Kegel Set,palline,"Buonasera, le foto del Palline vaginali Kegel Set non rendono l'idea del colore vero. Grazie mille.",informazione_scheda
TCK-2238,2026-07-23,instagram,SKU-103,Wand massaggiante Vela,wand,"Salve, mi è arrivato già usato, la confezione era chiaramente stata aperta. Potete aiutarmi?",difetto_prodotto
TCK-2239,2026-08-22,whatsapp,SKU-106,Masturbatore Echo,per-lui,"Salve, consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo. Fatemi sapere per favore.",logistica_consegna
TCK-2240,2026-05-24,chat,SKU-102,Vibratore Rabbit Nova,vibratori,"Salve, qual è il modo corretto di pulire il Vibratore Rabbit Nova? Posso usare acqua e sapone o serve un detergente apposta? Resto in attesa.",uso_prodotto
TCK-2241,2026-08-20,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buonasera, cerco qualcosa da usare in coppia a distanza, quale mi consigliate?",scelta_preacquisto
TCK-2242,2026-07-21,chat,SKU-106,Masturbatore Echo,per-lui,"Buongiorno, il Masturbatore Echo risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso.",logistica_consegna
TCK-2243,2026-07-02,instagram,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Ciao, molto più rumoroso di quanto immaginassi, si sente da fuori dalla stanza. Resto in attesa.",difetto_prodotto
TCK-2244,2026-04-07,instagram,SKU-104,Vibratore per coppie Duo App,coppie-app,ho pagato la spedizione anche se avevo superato la soglia della spedizione gratuita. Grazie in anticipo.,promo_ordini
TCK-2245,2026-09-20,instagram,SKU-106,Masturbatore Echo,per-lui,"Ciao, il prezzo in newsletter era diverso da quello sul sito al momento dell'acquisto. Grazie in anticipo.",promo_ordini
TCK-2246,2026-07-03,email,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, però sull'estratto conto compare un nome che si capisce benissimo cosa sia. Sul sito dite il contrario.",imballo_privacy
TCK-2247,2026-07-12,email,SKU-107,Kit plug progressivo,anale,"Buongiorno, rimborso arrivato parziale senza nessuna spiegazione sulla differenza.",reso_rimborso
TCK-2248,2026-09-09,instagram,SKU-111,Kit bondage Soft Start,bdsm,"Buonasera, ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso. Resto in attesa.",reso_rimborso
TCK-2249,2026-04-08,email,SKU-109,Palline vaginali Kegel Set,palline,"Ciao, uno dei pulsanti del Palline vaginali Kegel Set non risponde, devo premerlo cinque volte. Potete aiutarmi?",difetto_prodotto
TCK-2250,2026-04-04,instagram,SKU-106,Masturbatore Echo,per-lui,"Buongiorno, il Masturbatore Echo è adatto a chi è alle prime armi o è troppo intenso?",scelta_preacquisto
TCK-2251,2026-04-02,instagram,SKU-103,Wand massaggiante Vela,wand,il Wand massaggiante Vela si può usare con un lubrificante al silicone o rovina il materiale? Grazie in anticipo.,uso_prodotto
TCK-2252,2026-05-25,instagram,SKU-106,Masturbatore Echo,per-lui,avevo diritto al Bonus Goduria ma non capisco come si richiede.,promo_ordini
TCK-2253,2026-09-16,email,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, sto scegliendo tra il Body in pizzo Luce e un altro modello, non capisco la differenza tra i due.",scelta_preacquisto
TCK-2254,2026-09-09,chat,SKU-112,Body in pizzo Luce,lingerie,"Salve, vorrei sostituire il Body in pizzo Luce con un modello diverso, ma non trovo da nessuna parte come si fa il cambio. Fatemi sapere per favore.",reso_rimborso
TCK-2255,2026-04-12,email,SKU-105,Anello fallico Orbit,per-lui,"Buonasera, cerco qualcosa da usare in coppia a distanza, quale mi consigliate? Fatemi sapere per favore.",scelta_preacquisto
TCK-2256,2026-04-29,chat,SKU-112,Body in pizzo Luce,lingerie,"Buongiorno, che taglia prendo del Body in pizzo Luce? Le misure sulla scheda non corrispondono a quelle italiane. Grazie mille.",scelta_preacquisto
TCK-2257,2026-06-22,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,"sono indecisa tra due prodotti della stessa categoria, esiste una guida che li confronti?",scelta_preacquisto
TCK-2258,2026-04-30,chat,SKU-111,Kit bondage Soft Start,bdsm,"Buongiorno, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no. Fatemi sapere per favore.",reso_rimborso
TCK-2259,2026-08-30,instagram,SKU-107,Kit plug progressivo,anale,"Salve, il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.",logistica_consegna
TCK-2260,2026-07-28,email,SKU-102,Vibratore Rabbit Nova,vibratori,"Buonasera, il Vibratore Rabbit Nova doveva essere impermeabile e invece dopo averlo sciacquato ha iniziato a fare le bizze. Grazie in anticipo.",difetto_prodotto
TCK-2261,2026-08-13,whatsapp,SKU-107,Kit plug progressivo,anale,ho pagato la spedizione anche se avevo superato la soglia della spedizione gratuita. Grazie mille.,promo_ordini
TCK-2262,2026-05-20,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta? Grazie in anticipo.,uso_prodotto
TCK-2263,2026-08-11,whatsapp,SKU-109,Palline vaginali Kegel Set,palline,"Salve, non capisco a cosa servano le diverse modalità del Palline vaginali Kegel Set, sul libretto non è spiegato. Grazie in anticipo.",uso_prodotto
TCK-2264,2026-06-22,email,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Buongiorno, spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto. Grazie in anticipo.",logistica_consegna
TCK-2265,2026-07-29,whatsapp,SKU-112,Body in pizzo Luce,lingerie,si può usare il Body in pizzo Luce sotto la doccia oppure no? Fatemi sapere per favore.,uso_prodotto
TCK-2266,2026-04-14,email,SKU-103,Wand massaggiante Vela,wand,il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando. Grazie in anticipo.,logistica_consegna
TCK-2267,2026-07-14,email,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,"Salve, reso rifiutato perché la confezione era aperta, ma come faccio a capire se il prodotto va bene senza aprirlo? Potete aiutarmi?",reso_rimborso
TCK-2268,2026-09-21,instagram,SKU-102,Vibratore Rabbit Nova,vibratori,"Ciao, ho chiesto il reso del Vibratore Rabbit Nova venti giorni fa, il rimborso non è ancora arrivato. Resto in attesa.",reso_rimborso
TCK-2269,2026-05-13,chat,SKU-112,Body in pizzo Luce,lingerie,"Salve, che taglia prendo del Body in pizzo Luce? Le misure sulla scheda non corrispondono a quelle italiane.",scelta_preacquisto
TCK-2270,2026-08-25,instagram,SKU-105,Anello fallico Orbit,per-lui,"Buonasera, non si capisce dalla descrizione se il Anello fallico Orbit è ricaricabile o va a pile. Fatemi sapere per favore.",informazione_scheda
TCK-2271,2026-05-15,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,"Buongiorno, il cavo di ricarica in dotazione ha smesso di funzionare quasi subito. Fatemi sapere per favore.",difetto_batteria
TCK-2272,2026-05-02,email,SKU-102,Vibratore Rabbit Nova,vibratori,"Buonasera, spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto. Potete aiutarmi?",logistica_consegna
TCK-2273,2026-06-28,whatsapp,SKU-109,Palline vaginali Kegel Set,palline,"tracking mai aggiornato, non ho idea di dove sia il mio ordine. Un po' di trasparenza in più non guasterebbe.",logistica_consegna
TCK-2274,2026-07-07,chat,SKU-107,Kit plug progressivo,anale,"Ciao, il materiale del Kit plug progressivo è compatibile con chi ha la pelle sensibile? Resto in attesa.",scelta_preacquisto
TCK-2275,2026-04-25,chat,SKU-104,Vibratore per coppie Duo App,coppie-app,"Ciao, il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando. Grazie mille.",logistica_consegna
TCK-2276,2026-04-24,whatsapp,SKU-104,Vibratore per coppie Duo App,coppie-app,come faccio a capire se il Vibratore per coppie Duo App è completamente carico? La spia lampeggia e basta. Fatemi sapere per favore.,uso_prodotto
TCK-2277,2026-04-24,chat,SKU-108,Dildo in silicone Onda,dildo,"tracking mai aggiornato, non ho idea di dove sia il mio ordine. Un po' di trasparenza in più non guasterebbe. Resto in attesa.",logistica_consegna
TCK-2278,2026-06-11,instagram,SKU-102,Vibratore Rabbit Nova,vibratori,"Buongiorno, il Vibratore Rabbit Nova è silenzioso? Vivo con dei coinquilini e per me è la cosa più importante.",scelta_preacquisto
