id,data,fonte,sku,prodotto,categoria,rating,testo,tema_reale
REC-1150,2026-08-26,sito,SKU-107,Kit plug progressivo,anale,2,"Ciao, descrizione molto vaga, le recensioni degli altri clienti mi hanno aiutato più della scheda.",informazione_scheda
REC-1151,2026-04-13,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,4,"Buonasera, nella scheda del Succhia-clitoride Aurora non sono indicate le dimensioni reali, dal vivo è molto più grande.",informazione_scheda
REC-1152,2026-04-08,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,1,Il Vibratore per coppie Duo App non tiene la carica: dopo venti minuti è già scarico.,difetto_batteria
REC-1153,2026-08-25,sito,SKU-112,Body in pizzo Luce,lingerie,4,"complimenti per il tono che usate, mi ha fatto sentire a mio agio a fare domande.",corsi_contenuti
REC-1154,2026-06-25,sito,SKU-102,Vibratore Rabbit Nova,vibratori,2,Ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso.,reso_rimborso
REC-1155,2026-08-17,sito,SKU-108,Dildo in silicone Onda,dildo,3,"ho scritto su Instagram e mi hanno detto di mandare una mail, ho mandato la mail e nessuno risponde.",assistenza
REC-1156,2026-08-03,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Salve, il Vibratore per coppie Duo App ha un odore di plastica molto forte appena aperto, non me lo aspettavo da un silicone medicale.",difetto_prodotto
REC-1157,2026-07-17,sito,SKU-103,Wand massaggiante Vela,wand,2,rimborso arrivato parziale senza nessuna spiegazione sulla differenza.,reso_rimborso
REC-1158,2026-05-12,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,2,Avevo diritto al Bonus Goduria ma non capisco come si richiede.,promo_ordini
REC-1159,2026-06-19,sito,SKU-112,Body in pizzo Luce,lingerie,5,"Ciao, finalmente un negozio italiano serio su questo tema. Il Body in pizzo Luce è di qualità alta.",feedback_positivo
REC-1160,2026-07-26,trustpilot,SKU-108,Dildo in silicone Onda,dildo,2,"Buonasera, spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto.",logistica_consegna
REC-1161,2026-04-12,trustpilot,SKU-105,Anello fallico Orbit,per-lui,4,"Manca l'indicazione del materiale nella scheda del Anello fallico Orbit, ho dovuto scrivervi per saperlo.",informazione_scheda
REC-1162,2026-09-14,sito,SKU-112,Body in pizzo Luce,lingerie,4,"Ciao, ho scritto due volte all'assistenza e non ho ricevuto nessuna risposta.",assistenza
REC-1163,2026-08-20,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,"Consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1164,2026-06-24,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,"il Lubrificante base acqua Fresh 100ml è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1165,2026-08-19,trustpilot,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,1,"pacco bloccato in transito da sei giorni, nessuno mi sa dire nulla.",logistica_consegna
REC-1166,2026-08-15,sito,SKU-112,Body in pizzo Luce,lingerie,5,"Ottimo acquisto, il Body in pizzo Luce è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1167,2026-07-17,sito,SKU-107,Kit plug progressivo,anale,3,"Ho scritto su Instagram e mi hanno detto di mandare una mail, ho mandato la mail e nessuno risponde.",assistenza
REC-1168,2026-07-21,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,3,"Buongiorno, la cinghia del Vibratore per coppie Duo App si è strappata la seconda volta che l'ho usato.",difetto_prodotto
REC-1169,2026-08-13,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,"Buongiorno, il Vibratore per coppie Duo App vale ogni euro speso. Comprerò ancora da voi.",feedback_positivo
REC-1170,2026-04-20,sito,SKU-109,Palline vaginali Kegel Set,palline,5,"Ottimo acquisto, il Palline vaginali Kegel Set è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1171,2026-07-05,sito,SKU-109,Palline vaginali Kegel Set,palline,4,"Buonasera, le foto del Palline vaginali Kegel Set non rendono l'idea del colore vero.",informazione_scheda
REC-1172,2026-09-21,sito,SKU-109,Palline vaginali Kegel Set,palline,4,Ho chiesto se il nome che compare sulla carta è riconoscibile e non ho avuto risposta chiara.,imballo_privacy
REC-1173,2026-07-27,sito,SKU-102,Vibratore Rabbit Nova,vibratori,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1174,2026-09-09,sito,SKU-112,Body in pizzo Luce,lingerie,5,"servizio impeccabile dall'ordine alla consegna, e il Body in pizzo Luce ha superato le aspettative.",feedback_positivo
REC-1175,2026-05-16,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,5,"Ciao, ottimo acquisto, il Vibratore Rabbit Nova è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1176,2026-06-15,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,4,"Salve, il Vibratore per coppie Duo App si può usare con un lubrificante al silicone o rovina il materiale?",uso_prodotto
REC-1177,2026-05-25,sito,SKU-105,Anello fallico Orbit,per-lui,2,Il Anello fallico Orbit ha un blocco tasti? Mi si accende da solo in borsa.,uso_prodotto
REC-1178,2026-07-25,sito,SKU-112,Body in pizzo Luce,lingerie,2,Sulla scheda del Body in pizzo Luce non è chiaro cosa sia incluso nella confezione.,informazione_scheda
REC-1179,2026-05-01,sito,SKU-102,Vibratore Rabbit Nova,vibratori,1,Seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre.,logistica_consegna
REC-1180,2026-08-17,sito,SKU-106,Masturbatore Echo,per-lui,5,Il Masturbatore Echo vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1181,2026-09-05,sito,SKU-112,Body in pizzo Luce,lingerie,2,"Ho chiesto il reso del Body in pizzo Luce venti giorni fa, il rimborso non è ancora arrivato.",reso_rimborso
REC-1182,2026-06-16,sito,SKU-112,Body in pizzo Luce,lingerie,5,"Salve, prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1183,2026-04-14,sito,SKU-111,Kit bondage Soft Start,bdsm,5,"Buongiorno, prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1184,2026-07-18,trustpilot,SKU-107,Kit plug progressivo,anale,5,"Ciao, comprato per curiosità, tornata per la seconda volta. Il Kit plug progressivo è ottimo.",feedback_positivo
REC-1185,2026-04-21,trustpilot,SKU-106,Masturbatore Echo,per-lui,5,Però sull'estratto conto compare un nome che si capisce benissimo cosa sia. Sul sito dite il contrario.,imballo_privacy
REC-1186,2026-09-15,trustpilot,SKU-107,Kit plug progressivo,anale,4,"Confezione curata, si capisce che ci avete pensato. Il packaging è anche bello da vedere.",imballo_privacy
REC-1187,2026-08-30,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,Il Succhia-clitoride Aurora non tiene la carica: dopo venti minuti è già scarico.,difetto_batteria
REC-1188,2026-09-09,sito,SKU-105,Anello fallico Orbit,per-lui,5,"ottimo acquisto, il Anello fallico Orbit è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1189,2026-05-14,sito,SKU-106,Masturbatore Echo,per-lui,2,"Salve, il prezzo in newsletter era diverso da quello sul sito al momento dell'acquisto.",promo_ordini
REC-1190,2026-04-13,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,4,L'app si disconnette in continuazione quando lo controllo a distanza. È normale?,uso_prodotto
REC-1191,2026-07-01,sito,SKU-111,Kit bondage Soft Start,bdsm,2,"Il Kit bondage Soft Start è arrivato con un difetto sul silicone, c'era proprio un taglio.",difetto_prodotto
REC-1192,2026-04-10,sito,SKU-107,Kit plug progressivo,anale,4,"Salve, risposte vaghe, copiate e incollate, che non risolvono il problema.",assistenza
REC-1193,2026-04-14,sito,SKU-107,Kit plug progressivo,anale,1,"assistenza gentile ma non risolutiva, mi hanno rimandato a una pagina che non c'entrava nulla.",assistenza
REC-1194,2026-08-14,sito,SKU-109,Palline vaginali Kegel Set,palline,2,"Consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1195,2026-07-19,sito,SKU-106,Masturbatore Echo,per-lui,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1196,2026-08-04,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,1,"Buonasera, ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso.",reso_rimborso
REC-1197,2026-07-01,sito,SKU-112,Body in pizzo Luce,lingerie,3,"Doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei.",imballo_privacy
REC-1198,2026-08-27,sito,SKU-105,Anello fallico Orbit,per-lui,2,"Buonasera, tracking mai aggiornato, non ho idea di dove sia il mio ordine. Un po' di trasparenza in più non guasterebbe.",logistica_consegna
REC-1199,2026-07-08,sito,SKU-105,Anello fallico Orbit,per-lui,5,Il Anello fallico Orbit vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1200,2026-09-14,sito,SKU-108,Dildo in silicone Onda,dildo,5,finalmente un negozio italiano serio su questo tema. Il Dildo in silicone Onda è di qualità alta.,feedback_positivo
REC-1201,2026-09-21,trustpilot,SKU-103,Wand massaggiante Vela,wand,2,"Dopo tre settimane il Wand massaggiante Vela non si accende più, la base magnetica non aggancia bene.",difetto_batteria
REC-1202,2026-04-05,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,1,Rimborso arrivato parziale senza nessuna spiegazione sulla differenza.,reso_rimborso
REC-1203,2026-06-04,trustpilot,SKU-108,Dildo in silicone Onda,dildo,2,"Buonasera, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
REC-1204,2026-04-14,sito,SKU-112,Body in pizzo Luce,lingerie,5,finalmente un negozio italiano serio su questo tema. Il Body in pizzo Luce è di qualità alta.,feedback_positivo
REC-1205,2026-04-03,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,2,Rimborso arrivato parziale senza nessuna spiegazione sulla differenza.,reso_rimborso
REC-1206,2026-08-26,sito,SKU-108,Dildo in silicone Onda,dildo,5,il pacco era anonimo ma la bolla del corriere riportava la descrizione della merce.,imballo_privacy
REC-1207,2026-06-25,sito,SKU-109,Palline vaginali Kegel Set,palline,3,"doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei.",imballo_privacy
REC-1208,2026-04-12,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,4,Vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta.,imballo_privacy
REC-1209,2026-03-31,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,1,"ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato.",logistica_consegna
REC-1210,2026-04-12,sito,SKU-106,Masturbatore Echo,per-lui,3,"Ciao, vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta.",imballo_privacy
REC-1211,2026-04-15,sito,SKU-107,Kit plug progressivo,anale,5,Finalmente un negozio italiano serio su questo tema. Il Kit plug progressivo è di qualità alta.,feedback_positivo
REC-1212,2026-06-12,sito,SKU-112,Body in pizzo Luce,lingerie,5,"Servizio impeccabile dall'ordine alla consegna, e il Body in pizzo Luce ha superato le aspettative.",feedback_positivo
REC-1213,2026-07-30,trustpilot,SKU-108,Dildo in silicone Onda,dildo,4,"Buongiorno, il video corso è ottimo ma la piattaforma è scomoda da usare da telefono.",corsi_contenuti
REC-1214,2026-06-24,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,2,Il Vibratore Rabbit Nova si spegne da solo a metà utilizzo anche se la spia dice che è carico.,difetto_batteria
REC-1215,2026-08-21,sito,SKU-106,Masturbatore Echo,per-lui,1,Il cavo di ricarica in dotazione ha smesso di funzionare quasi subito.,difetto_batteria
REC-1216,2026-07-20,sito,SKU-111,Kit bondage Soft Start,bdsm,5,Finalmente un negozio italiano serio su questo tema. Il Kit bondage Soft Start è di qualità alta.,feedback_positivo
REC-1217,2026-07-22,sito,SKU-106,Masturbatore Echo,per-lui,5,"Servizio impeccabile dall'ordine alla consegna, e il Masturbatore Echo ha superato le aspettative.",feedback_positivo
REC-1218,2026-06-22,trustpilot,SKU-111,Kit bondage Soft Start,bdsm,1,"Ciao, spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto.",logistica_consegna
REC-1219,2026-05-10,sito,SKU-103,Wand massaggiante Vela,wand,5,"Comprato per curiosità, tornata per la seconda volta. Il Wand massaggiante Vela è ottimo.",feedback_positivo
REC-1220,2026-04-08,sito,SKU-102,Vibratore Rabbit Nova,vibratori,1,ho ricevuto un prodotto diverso da quello ordinato e mi tocca pagare io la spedizione del reso.,reso_rimborso
REC-1221,2026-06-26,sito,SKU-108,Dildo in silicone Onda,dildo,3,Le foto del Dildo in silicone Onda non rendono l'idea del colore vero.,informazione_scheda
REC-1222,2026-03-30,trustpilot,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,4,Le foto del Lubrificante base acqua Fresh 100ml non rendono l'idea del colore vero.,informazione_scheda
REC-1223,2026-05-19,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,4,"Ho scritto su Instagram e mi hanno detto di mandare una mail, ho mandato la mail e nessuno risponde.",assistenza
REC-1224,2026-08-23,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,2,"Salve, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
REC-1225,2026-03-27,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,Il Succhia-clitoride Aurora non tiene la carica: dopo venti minuti è già scarico.,difetto_batteria
REC-1226,2026-07-02,sito,SKU-103,Wand massaggiante Vela,wand,3,Il Wand massaggiante Vela ha smesso di vibrare dopo pochi utilizzi.,difetto_prodotto
REC-1227,2026-06-05,trustpilot,SKU-103,Wand massaggiante Vela,wand,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1228,2026-04-10,sito,SKU-111,Kit bondage Soft Start,bdsm,5,"comprato per curiosità, tornata per la seconda volta. Il Kit bondage Soft Start è ottimo.",feedback_positivo
REC-1229,2026-05-22,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,2,"Sarebbe utile indicare quanti decibel fa il Palline vaginali Kegel Set, la rumorosità non è scritta da nessuna parte.",informazione_scheda
REC-1230,2026-08-21,sito,SKU-111,Kit bondage Soft Start,bdsm,5,"Buonasera, finalmente un negozio italiano serio su questo tema. Il Kit bondage Soft Start è di qualità alta.",feedback_positivo
REC-1231,2026-07-12,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,5,Vivo in condivisione e la discrezione era il motivo per cui ho scelto voi: promessa mantenuta.,imballo_privacy
REC-1232,2026-06-24,sito,SKU-105,Anello fallico Orbit,per-lui,5,"Servizio impeccabile dall'ordine alla consegna, e il Anello fallico Orbit ha superato le aspettative.",feedback_positivo
REC-1233,2026-04-08,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Assistenza clienti davvero impeccabile, mi hanno risposto in mezza giornata e risolto tutto.",assistenza
REC-1234,2026-04-25,sito,SKU-103,Wand massaggiante Vela,wand,1,"Pacco bloccato in transito da sei giorni, nessuno mi sa dire nulla.",logistica_consegna
REC-1235,2026-05-06,sito,SKU-107,Kit plug progressivo,anale,1,"Il Kit plug progressivo risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso.",logistica_consegna
REC-1236,2026-04-20,sito,SKU-108,Dildo in silicone Onda,dildo,5,"Ottimo acquisto, il Dildo in silicone Onda è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1237,2026-09-12,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,1,"Il Vibratore per coppie Duo App è arrivato con un difetto sul silicone, c'era proprio un taglio.",difetto_prodotto
REC-1238,2026-06-07,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,Il Succhia-clitoride Aurora vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1239,2026-05-02,trustpilot,SKU-105,Anello fallico Orbit,per-lui,1,Il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.,logistica_consegna
REC-1240,2026-06-04,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,"Consegna prevista in 48 ore, ne sono passate 96. Il prodotto mi serviva per un regalo.",logistica_consegna
REC-1241,2026-06-07,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,Il Succhia-clitoride Aurora si spegne da solo a metà utilizzo anche se la spia dice che è carico.,difetto_batteria
REC-1242,2026-04-24,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,Finalmente un negozio italiano serio su questo tema. Il Lubrificante base acqua Fresh 100ml è di qualità alta.,feedback_positivo
REC-1243,2026-04-11,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,Si scarica molto più in fretta di quanto dichiarato nella scheda. Parlavate di due ore.,difetto_batteria
REC-1244,2026-03-31,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,"Il Succhia-clitoride Aurora è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1245,2026-05-25,sito,SKU-103,Wand massaggiante Vela,wand,5,"Buonasera, prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1246,2026-06-21,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,"Doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei.",imballo_privacy
REC-1247,2026-04-15,sito,SKU-105,Anello fallico Orbit,per-lui,5,"Imballaggio davvero discreto, sulla scatola non c'è scritto niente. Su questo siete impeccabili.",imballo_privacy
REC-1248,2026-09-14,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,4,"Buongiorno, qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta?",uso_prodotto
REC-1249,2026-07-05,sito,SKU-107,Kit plug progressivo,anale,3,"sarebbe utile indicare quanti decibel fa il Kit plug progressivo, la rumorosità non è scritta da nessuna parte.",informazione_scheda
REC-1250,2026-04-28,sito,SKU-106,Masturbatore Echo,per-lui,1,Il Masturbatore Echo doveva essere impermeabile e invece dopo averlo sciacquato ha iniziato a fare le bizze.,difetto_prodotto
REC-1251,2026-04-10,sito,SKU-106,Masturbatore Echo,per-lui,5,"prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1252,2026-07-10,trustpilot,SKU-106,Masturbatore Echo,per-lui,4,dove si conserva il Masturbatore Echo? Va bene lasciarlo nella custodia insieme ad altri?,uso_prodotto
REC-1253,2026-09-19,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,3,"Le informazioni sul prodotto sono insufficienti, ho comprato praticamente alla cieca.",informazione_scheda
REC-1254,2026-04-21,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Il Vibratore per coppie Duo App ha un odore di plastica molto forte appena aperto, non me lo aspettavo da un silicone medicale.",difetto_prodotto
REC-1255,2026-07-17,sito,SKU-106,Masturbatore Echo,per-lui,5,"Salve, il Masturbatore Echo è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1256,2026-08-16,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,il Lubrificante base acqua Fresh 100ml vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1257,2026-05-04,sito,SKU-109,Palline vaginali Kegel Set,palline,1,Spedizione in ritardo di oltre una settimana rispetto a quanto indicato in fase di acquisto.,logistica_consegna
REC-1258,2026-06-13,sito,SKU-111,Kit bondage Soft Start,bdsm,2,Ordinato il 13/06 e dopo dieci giorni il pacco non è ancora arrivato. Il tracking è fermo da una settimana.,logistica_consegna
REC-1259,2026-05-28,sito,SKU-107,Kit plug progressivo,anale,2,Il Kit plug progressivo ha smesso di vibrare dopo pochi utilizzi.,difetto_prodotto
REC-1260,2026-04-27,sito,SKU-107,Kit plug progressivo,anale,5,"Doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei.",imballo_privacy
REC-1261,2026-08-02,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,2,"Salve, il Lubrificante base acqua Fresh 100ml risulta consegnato al vicino ma nessuno mi ha avvisato, l'ho scoperto per caso.",logistica_consegna
REC-1262,2026-06-11,trustpilot,SKU-106,Masturbatore Echo,per-lui,1,Seconda volta che un vostro ordine arriva in ritardo. La prima l'ho lasciata correre.,logistica_consegna
REC-1263,2026-08-26,sito,SKU-103,Wand massaggiante Vela,wand,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1264,2026-07-13,sito,SKU-106,Masturbatore Echo,per-lui,5,"Il Masturbatore Echo è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
REC-1265,2026-04-30,sito,SKU-105,Anello fallico Orbit,per-lui,5,"Ciao, materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1266,2026-08-20,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,3,"Buongiorno, confezione curata, si capisce che ci avete pensato. Il packaging è anche bello da vedere.",imballo_privacy
REC-1267,2026-09-14,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,Ordinato il 14/09 e dopo dieci giorni il pacco non è ancora arrivato. Il tracking è fermo da una settimana.,logistica_consegna
REC-1268,2026-04-22,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,3,Ho dovuto sostituirlo perché la batteria era gonfia. Assistenza gentile ma lentissima.,difetto_batteria
REC-1269,2026-04-11,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Buonasera, qual è il modo corretto di pulire il Vibratore per coppie Duo App? Posso usare acqua e sapone o serve un detergente apposta?",uso_prodotto
REC-1270,2026-07-24,sito,SKU-106,Masturbatore Echo,per-lui,1,Il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.,logistica_consegna
REC-1271,2026-05-04,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,Il Succhia-clitoride Aurora si può usare con un lubrificante al silicone o rovina il materiale?,uso_prodotto
REC-1272,2026-08-28,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,"Buongiorno, materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1273,2026-05-25,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Ciao, la cinghia del Vibratore per coppie Duo App si è strappata la seconda volta che l'ho usato.",difetto_prodotto
REC-1274,2026-04-02,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,"Dopo tre settimane il Succhia-clitoride Aurora non si accende più, la base magnetica non aggancia bene.",difetto_batteria
REC-1275,2026-09-03,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,4,Le foto del Vibratore per coppie Duo App non rendono l'idea del colore vero.,informazione_scheda
REC-1276,2026-06-16,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1277,2026-05-23,sito,SKU-102,Vibratore Rabbit Nova,vibratori,2,"Ciao, non riesco a scaricare la fattura dall'area personale.",promo_ordini
REC-1278,2026-05-30,sito,SKU-112,Body in pizzo Luce,lingerie,3,"Doppia scatola e nessun riferimento al contenuto, per me è fondamentale visto che vivo con i miei.",imballo_privacy
REC-1279,2026-08-14,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,5,finalmente un negozio italiano serio su questo tema. Il Vibratore per coppie Duo App è di qualità alta.,feedback_positivo
REC-1280,2026-08-26,sito,SKU-108,Dildo in silicone Onda,dildo,4,"manca l'indicazione del materiale nella scheda del Dildo in silicone Onda, ho dovuto scrivervi per saperlo.",informazione_scheda
REC-1281,2026-05-23,sito,SKU-109,Palline vaginali Kegel Set,palline,5,"Ottimo acquisto, il Palline vaginali Kegel Set è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1282,2026-07-23,sito,SKU-105,Anello fallico Orbit,per-lui,3,Avevo diritto al Bonus Goduria ma non capisco come si richiede.,promo_ordini
REC-1283,2026-07-09,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,2,"Buonasera, il corriere ha segnato consegnato ma non ho ricevuto nulla. Ho scritto e sto ancora aspettando.",logistica_consegna
REC-1284,2026-08-06,sito,SKU-103,Wand massaggiante Vela,wand,2,Si scarica molto più in fretta di quanto dichiarato nella scheda. Parlavate di due ore.,difetto_batteria
REC-1285,2026-08-07,sito,SKU-103,Wand massaggiante Vela,wand,5,Il Wand massaggiante Vela vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1286,2026-04-20,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,5,"Prodotto arrivato in due giorni, imballo perfetto e anonimo. Sono molto soddisfatta.",feedback_positivo
REC-1287,2026-07-06,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,"Buongiorno, ottimo acquisto, il Lubrificante base acqua Fresh 100ml è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1288,2026-06-26,trustpilot,SKU-109,Palline vaginali Kegel Set,palline,3,"Buonasera, nella scheda del Palline vaginali Kegel Set non sono indicate le dimensioni reali, dal vivo è molto più grande.",informazione_scheda
REC-1289,2026-08-19,sito,SKU-108,Dildo in silicone Onda,dildo,5,Finalmente un negozio italiano serio su questo tema. Il Dildo in silicone Onda è di qualità alta.,feedback_positivo
REC-1290,2026-08-12,sito,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,Il Succhia-clitoride Aurora doveva essere impermeabile e invece dopo averlo sciacquato ha iniziato a fare le bizze.,difetto_prodotto
REC-1291,2026-09-04,sito,SKU-109,Palline vaginali Kegel Set,palline,2,"Buonasera, ordine diviso in due spedizioni senza avvisarmi, ho ricevuto solo metà di quello che ho pagato.",logistica_consegna
REC-1292,2026-04-28,sito,SKU-107,Kit plug progressivo,anale,3,"Confezione curata, si capisce che ci avete pensato. Il packaging è anche bello da vedere.",imballo_privacy
REC-1293,2026-05-14,sito,SKU-104,Vibratore per coppie Duo App,coppie-app,2,come faccio a capire se il Vibratore per coppie Duo App è completamente carico? La spia lampeggia e basta.,uso_prodotto
REC-1294,2026-08-07,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,2,"Ciao, ho ordinato durante la promozione e mi è stato addebitato il prezzo pieno.",promo_ordini
REC-1295,2026-09-18,sito,SKU-105,Anello fallico Orbit,per-lui,5,"Ottimo acquisto, il Anello fallico Orbit è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1296,2026-08-29,sito,SKU-103,Wand massaggiante Vela,wand,1,"La ricarica magnetica si stacca al minimo movimento, è impossibile lasciarlo in carica.",difetto_batteria
REC-1297,2026-08-25,trustpilot,SKU-103,Wand massaggiante Vela,wand,3,il Wand massaggiante Vela si spegne da solo a metà utilizzo anche se la spia dice che è carico.,difetto_batteria
REC-1298,2026-06-13,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Buongiorno, il Vibratore per coppie Duo App ha un odore di plastica molto forte appena aperto, non me lo aspettavo da un silicone medicale.",difetto_prodotto
REC-1299,2026-09-09,sito,SKU-107,Kit plug progressivo,anale,1,"Ho chiesto il reso del Kit plug progressivo venti giorni fa, il rimborso non è ancora arrivato.",reso_rimborso
